date,storage_pct_full,storage_vs_5yr_avg_ppt,storage_5yr_avg,injection_gwh,injection_30d_avg_gwh,injection_vs_30d_avg_gwh,ttf_price_eur_mwh,ttf_30d_momentum_pct,ttf_90d_momentum_pct,ttf_curve_premium_pct,eua_price_eur,eua_30d_momentum_pct,gas_carbon_30d_corr,de_da_price_eur_mwh,fr_da_price_eur_mwh,nl_da_price_eur_mwh,be_da_price_eur_mwh,es_da_price_eur_mwh,clean_spark_spread_eur_mwh,de_power_gas_spread_mwh
2025-12-28,63.7,0.0,63.7,236.71,,,,,,,,,,92.76677083333334,84.07000000000001,92.456875,90.5734375,78.93604166666667,,
2025-12-29,63.12,0.0,63.12,119.34,,,28.53400039672852,,,,82.06999969482422,,,94.34833333333334,94.4665625,96.22385416666668,95.17833333333334,107.19760416666666,19.53753952410432,65.81433293660483
2025-12-30,62.53,0.0,62.53,121.86,,,27.766000747680664,,,,81.94499969482422,,,87.75999999999999,84.36791666666666,87.28625,86.89770833333334,91.2346875,14.541802413317608,59.99399925231933
2025-12-31,61.96,0.0,61.96,151.92,,,28.160999298095703,,,,82.02999877929688,,,87.31375000000001,89.06697916666667,87.45968749999999,88.85312499999999,97.819375,13.27226310761122,59.15275070190431
2026-01-01,61.5,,,311.6,188.286,123.31400000000002,28.160999298095703,,,,82.02999877929688,,,9.754166666666666,48.67958333333333,47.34802083333333,51.75239583333333,81.86645833333334,-64.28732022572213,-18.406832631429037
2026-01-02,60.96,,,278.39,203.3033333333333,75.08666666666667,29.003999710083008,,,,83.20500183105469,,,54.69041666666666,68.0440625,63.1975,72.15177083333333,82.935,-21.30882984623294,25.68641695658365
2026-01-03,60.4,,,243.71,209.07571428571427,34.63428571428574,29.003999710083008,,,,83.20500183105469,,,88.6715625,88.99583333333334,88.59052083333334,88.72479166666666,88.42770833333333,12.672315987100397,59.667562789916985
2026-01-04,59.73,,,151.36,201.86125,-50.50125,29.003999710083008,,,,83.20500183105469,,,94.43583333333332,94.05510416666668,94.3265625,94.29260416666666,66.783125,18.436586820433725,65.43183362325031
2026-01-05,58.88,,,67.46,186.92777777777778,-119.46777777777778,27.39900016784668,,,,82.01499938964844,,,134.4115625,128.20885416666667,133.59260416666666,132.85291666666666,95.43760416666667,61.928205750134524,107.01256233215332
2026-01-06,58.03,,,57.85,174.02,-116.17000000000002,28.07200050354004,,,,82.77999877929688,,,127.42458333333332,127.40020833333334,124.67458333333332,127.870625,62.895520833333336,53.413226633915265,99.35258282979328
2026-01-07,57.13,,,68.95,164.46818181818182,-95.51818181818182,28.777000427246094,,,,82.80999755859375,,0.8098723480561585,99.39666666666666,105.33822916666666,95.00020833333332,103.84916666666668,102.3259375,23.940474859328486,70.61966623942057
